id,category,list_type,beds,baths,sq_ft_price,price_KES,district,neighborhood,street
3433485,Flat & Apartment,For Rent, 3, 3,None,85000,Westlands,Loresho,Loresho Apartment
3433442,Flat & Apartment,For Rent, 3,None,None,160000,Westlands,Rhapta Road,None
3431279,Flat & Apartment,For Rent, 4, 4,None,150000,Westlands,Rhapta Road,None
3433443,Flat & Apartment,For Rent, 2,None,None,230000,Westlands,Brookside,None
3433444,Flat & Apartment,For Rent, 3,None,None,120000,Westlands,Rhapta Road,None
3433440,Flat & Apartment,For Rent, 3,None,None,140000,Westlands,General Mathenge,None
3433452,Flat & Apartment,For Rent, 4, 3,106,200000,Westlands,Parklands,1St Parklands Avenue
3433416,Flat & Apartment,For Rent, 2,None,None,170000,Westlands,Rhapta Road,None
3433466,Flat & Apartment,For Rent, 3, 3,80,150000,Dagoretti North,Kilimani,None
3433465,Studio,For Rent, 1, 1,None,100000,Dagoretti North,Lavington,None
3433478,Flat & Apartment,For Rent, 1, 2,None,70000,Westlands,Parklands,None
3433075,Flat & Apartment,For Rent, 3,None,None,130000,Westlands,Riverside,Riverside Drive
3429089,Flat & Apartment,For Rent, 2, 2,None,90000,Dagoretti North,Lavington,Thompson Masanduku
3433515,Flat & Apartment,For Rent, 2, 2,None,65000,Dagoretti North,Lavington,None
3433067,Flat & Apartment,For Rent, 3,None,None,250000,Westlands,Brookside,Brookside Drive
3433365,Flat & Apartment,For Rent, 3, 2,None,80000,Kiambu Road,Edenville 2,None
3433155,Flat & Apartment,For Rent, 3,None,None,65000,Ridgeways,Kiambu Road,None
3433351,Flat & Apartment,For Rent, 4, 4,None,85000,Kiambu Road,None,None
3433057,Flat & Apartment,For Rent, 2, 3,None,110000,Dagoretti North,Kilimani,Kolobot Drive
3433422,Flat & Apartment,For Rent, 3,None,None,140000,Dagoretti North,Kileleshwa,None
3433159,Flat & Apartment,For Rent, 2, 2,69,90000,Westlands,Brookside,None
3433271,Flat & Apartment,For Rent, 2, 3,35,75000,Westlands,Waiyaki Way,Near Kianda School
3433174,Flat & Apartment,For Rent, 2, 2,None,110000,Westlands,Riverside,Riverside Drive
3433151,Flat & Apartment,For Rent, 3, 2,None,65000,Kiambu Road,None,None
3433156,Flat & Apartment,For Rent, 2,None,None,180000,Dagoretti North,Kilimani,None
3433419,Flat & Apartment,For Rent, 3, 3,None,225000,Dagoretti North,Kilimani,None
3433417,Studio,For Rent, 1, 1,None,100000,Dagoretti North,Kilimani,Tigoni
3433418,Flat & Apartment,For Rent, 3, 3,110,230000,Dagoretti North,Kilimani,Purple Haze
3432393,Flat & Apartment,For Rent, 2, 2,None,85000,Westlands,Parklands,None
3432070,Flat & Apartment,For Rent, 2,None,None,65000,Dagoretti North,Lavington,Diani Road
3433166,Flat & Apartment,For Rent, 2,None,None,180000,Westlands,Westlands Area,None
3433070,Flat & Apartment,For Rent, 3, 4,None,225000,Westlands,Westlands Area,School Lane
3385244,Flat & Apartment,For Rent, 2, 3,None,280000,Westlands,Kitisuru,Kitisuru Road
3431032,Flat & Apartment,For Rent, 2, 2,None,260000,Westlands,Waiyaki Way,Church Road
3432074,Flat & Apartment,For Rent, 2,None,None,75000,Dagoretti North,Kileleshwa,Gatundu Close
3433382,Flat & Apartment,For Rent, 1,None,None,85000,Dagoretti North,Kilimani,None
3431417,Flat & Apartment,For Rent, 3, 3,None,130000,Langata,Upper Hill,None
3431594,Flat & Apartment,For Rent, 3, 4,None,76000,Kiambu Road,Mocoh Courtyard Thindigua,None
3429225,Flat & Apartment,For Rent, 2,None,None,170000,Westlands,Waiyaki Way,None
3433323,Flat & Apartment,For Rent, 3,None,64,100000,Dagoretti North,Kilimani,None
3433061,Flat & Apartment,For Rent, 3,None,None,150000,Dagoretti North,Kilimani,Kolobot Drive
3432078,Flat & Apartment,For Rent, 4,None,None,90000,Dagoretti North,Kilimani,Riara Road
3433717,Flat & Apartment,For Rent, 2,None,None,60000,Dagoretti North,Kilimani,None
3431245,Flat & Apartment,For Rent, 4, 3,None,140000,Westlands,Riverside,None
3429726,Flat & Apartment,For Rent, 3,None,None,95000,Westlands,Rhapta Road,None
3431037,Flat & Apartment,For Rent, 2,None,None,55000,Dagoretti North,Kileleshwa,None
3429798,Flat & Apartment,For Rent, 2, 2,None,80000,Westlands,Rhapta Road,None
3433205,Flat & Apartment,For Rent, 2, 3,None,85000,Dagoretti North,Kilimani,None
3422101,Flat & Apartment,For Rent, 4, 4,67,150000,Dagoretti North,Kilimani,None
3432399,Flat & Apartment,For Rent, 2, 3,None,150000,Langata,Karen,None
3431936,Flat & Apartment,For Rent, 3,None,None,165000,Westlands,Rhapta Road,None
3432991,Flat & Apartment,For Rent, 2, 2,67,100000,Westlands,Riverside,Riverside Drive
3405774,Flat & Apartment,For Rent, 3, 3,None,230000,Westlands,Riverside,None
3431760,Flat & Apartment,For Rent, 3, 3,None,65000,Kiambu Road,None,None
3429889,Flat & Apartment,For Rent, 5, 6,None,450000,Westlands,General Mathenge,None
3428869,Flat & Apartment,For Rent, 3,None,None,260000,Westlands,General Mathenge,None
3432989,Flat & Apartment,For Rent, 3, 3,88,175000,Westlands,Parklands,None
3431416,Flat & Apartment,For Rent, 4, 3,None,155000,Dagoretti North,Lavington,None
3429199,Flat & Apartment,For Rent, 2, 2,None,130000,Dagoretti North,Kileleshwa,Near Lavington Mall
3431627,Flat & Apartment,For Rent, 3, 2,None,150000,Dagoretti North,Kilimani,None
3432404,Flat & Apartment,For Rent, 5, 5,None,500000,Westlands,General Mathenge,None
3432775,Flat & Apartment,For Rent, 3, 3,None,120000,Muthaiga,Muthaiga Area,Muthaiga
3432243,Flat & Apartment,For Rent, 3, 2,None,130000,Westlands,Parklands,None
3431937,Flat & Apartment,For Rent, 3, 2,None,130000,Dagoretti North,Kileleshwa,None
3432935,Flat & Apartment,For Rent, 3, 2,54,105000,Dagoretti North,Riara Road,None
3432630,Flat & Apartment,For Rent, 2, 2,None,65000,Dagoretti North,Valley Arcade,Korosho Road
3431156,Flat & Apartment,For Rent, 3, 2,None,110000,Dagoretti North,Lavington,None
3431620,Flat & Apartment,For Rent, 3, 3,None,70000,Dagoretti North,Kilimani,None
3423481,Flat & Apartment,For Rent, 5,None,None,260000,Westlands,Rhapta Road,None
3429090,Flat & Apartment,For Rent, 2, 2,None,130000,Westlands,Brookside,None
3430328,Flat & Apartment,For Rent, 3, 3,49,85000,Dagoretti North,Hurlingham,Kilimani
3432744,Flat & Apartment,For Rent, 3, 3,None,90000,Westlands,Loresho,None
3416597,Flat & Apartment,For Rent, 2, 3,6,105000,Dagoretti North,Kilimani,None
3428747,Flat & Apartment,For Rent, 2, 3,63,95000,Dagoretti North,Kilimani,Lower Kabete
3419691,Flat & Apartment,For Rent, 3, 3,None,100000,Dagoretti North,Kilimani,Lenana Rd
3429923,Flat & Apartment,For Rent, 3, 4,None,120000,Westlands,General Mathenge,Gen. Mathege
3431621,Flat & Apartment,For Rent, 3, 2,None,80000,Dagoretti North,Kilimani,None
3431577,Flat & Apartment,For Rent, 3, 3,None,140000,Dagoretti North,Kilimani,None
3431309,Flat & Apartment,For Rent, 2, 2,52,100000,Westlands,Brookside,None
3428840,Flat & Apartment,For Rent, 3, 3,None,220000,Westlands,General Mathenge,None
3432846,Flat & Apartment,For Rent, 3, 3,None,85000,Westlands,Loresho,None
3429046,Flat & Apartment,For Rent, 3,None,None,85000,Dagoretti North,Riara Road,None
3432417,Flat & Apartment,For Rent, 2,None,None,80000,Westlands,Riverside,None
3432549,Flat & Apartment,For Rent, 3, 3,46,87500,Westlands,Rhapta Road,Westlands. Off Rhapta Road
3429402,Flat & Apartment,For Rent, 3, 4,None,230000,Westlands,Riverside,None
3430594,Flat & Apartment,For Rent, 2, 2,None,125000,Westlands,Riverside,None
3432667,Flat & Apartment,For Rent, 2,None,None,135000,Langata,Upper Hill,None
3429006,Flat & Apartment,For Rent, 3, 4,None,150000,Westlands,Brookside,None
3429924,Flat & Apartment,For Rent, 2, 3,None,70000,Westlands,Brookside,Brookside Drive
3431970,Flat & Apartment,For Rent, 2, 2,77,200000,Westlands,Kitisuru,None
3432523,Flat & Apartment,For Rent, 2, 1,100,160000,Westlands,Brookside,Brookeside Estate
3432419,Flat & Apartment,For Rent, 3, 4,None,130000,Westlands,Parklands,Off Ojijo Road
3431582,Flat & Apartment,For Rent, 1, 1,None,95000,Dagoretti North,Kilimani,None
3430081,Flat & Apartment,For Rent, 3, 3,None,150000,Dagoretti North,Kileleshwa,Laikipia Road
3430234,Flat & Apartment,For Rent, 3, 3,23,75000,Dagoretti North,Kilimani,Near Coptic Hospital
3426432,Flat & Apartment,For Rent, 3, 3,None,130000,Westlands,Riverside,Riverside Drive
3429912,Flat & Apartment,For Rent, 3, 4,None,105000,Dagoretti North,Kilimani,Riara Road
3431014,Flat & Apartment,For Rent, 3, 4,None,250000,Muthaiga,Old Muthaiga,None
3428130,Flat & Apartment,For Rent, 3, 4,None,100000,Dagoretti North,Lavington,Masanduku Lane
3430372,Flat & Apartment,For Rent, 2,None,None,120000,Dagoretti North,Kileleshwa,None
31405,Flat & Apartment,For Rent, 3, 4,None,200000,Dagoretti North,Kilimani,None
3429768,Flat & Apartment,For Rent, 3, 4,None,220000,Westlands,Westlands Area,None
3432901,Flat & Apartment,For Rent, 2,None,83,100000,Dagoretti North,Kilimani,None
3432425,Flat & Apartment,For Rent, 3, 3,None,150000,Dagoretti North,Kilimani,None
3432643,Flat & Apartment,For Rent, 3, 2,7,150000,Dagoretti North,Kilimani,Kirichwa Road
3432496,Flat & Apartment,For Rent, 1,None,None,133000,Westlands,Parklands,Keiyo Road
3429026,Flat & Apartment,For Rent, 3,None,None,110000,Dagoretti North,Kilimani,Ole Dume Road
3430092,Flat & Apartment,For Rent, 3, 2,None,150000,Dagoretti North,Kileleshwa,Laikipia Road
3430050,Flat & Apartment,For Rent, 3, 3,None,180000,Dagoretti North,Kileleshwa,Oloitoktok Road
3429793,Flat & Apartment,For Rent, 3, 3,62,100000,Dagoretti North,Dennis Pritt,None
3432227,Flat & Apartment,For Rent, 3, 2,None,55000,Westlands,Kitisuru,New Kitisuru
3432490,Flat & Apartment,For Rent, 2,None,None,220000,Dagoretti North,Kilimani,Chaka Road
3432499,Flat & Apartment,For Rent, 2, 2,None,180000,Westlands,Parklands,Keiyo Road
3429934,Flat & Apartment,For Rent,None,None,None,85000,Westlands,Riverside,None
3431054,Flat & Apartment,For Rent, 2, 2,None,210000,Dagoretti North,Kilimani,Dennis Pritt
3427165,Flat & Apartment,For Rent, 3,None,None,80000,Dagoretti North,Lavington,Athiru Road
3432489,Flat & Apartment,For Rent, 1,None,None,170000,Dagoretti North,Kilimani,Chaka Road
3432671,Flat & Apartment,For Rent, 2,None,None,50000,Langata,Karen,Rhino Park
3426974,Flat & Apartment,For Rent, 2, 1,None,55000,Dagoretti North,Kilimani,Yaya Center
3431246,Flat & Apartment,For Rent, 1, 1,None,140000,Westlands,Riverside,None
3432488,Flat & Apartment,For Rent, 2,None,None,205000,Westlands,Parklands,Taarifa Road Off Ojijo Road
3431922,Flat & Apartment,For Rent, 1, 1,None,95000,Westlands,Riverside,None
3428071,Flat & Apartment,For Rent, 1,None,None,160000,Westlands,Waiyaki Way,None
3431288,Flat & Apartment,For Rent, 2, 2,None,100000,Dagoretti North,Kilimani,Kindaruma Road
3432773,Flat & Apartment,For Rent, 3,None,None,150000,Westlands,Westlands Area,Brookside
3432501,Flat & Apartment,For Rent, 2, 2,None,180000,Dagoretti North,Kilimani,Kindaruma Road
3428426,Flat & Apartment,For Rent, 2,None,None,130000,Westlands,Rhapta Road,None
3425782,Flat & Apartment,For Rent, 2, 2,None,110000,Dagoretti North,Kilimani,Kitale Lane
3430967,Flat & Apartment,For Rent, 4,None,54,135000,Dagoretti North,Kilimani,Nairobi
3430760,Flat & Apartment,For Rent, 3,None,62,80000,Westlands,Parklands,1St Parklands Avenue
3432420,Flat & Apartment,For Rent, 4,None,None,105000,Westlands,Parklands,2Nd Parklands
3428922,Flat & Apartment,For Rent, 5, 5,None,250000,Westlands,Spring Valley,None
3432432,Studio,For Rent, 1,None,None,140000,Westlands,Parklands,Taarifa Road Off Ojijo Road
3432063,Flat & Apartment,For Rent, 3,None,None,45000,Westlands,Kitisuru,New Kitisuru
3432497,Flat & Apartment,For Rent, 2,None,None,170000,Westlands,Parklands,Keiyo Road
3429406,Flat & Apartment,For Rent, 2, 2,None,150000,Dagoretti North,Kilimani,None
3430689,Flat & Apartment,For Rent, 4, 4,None,160000,Westlands,Kitisuru,General Mathenge
3432826,Flat & Apartment,For Rent, 3, 3,None,230000,Dagoretti North,Lavington,Along Hatheru Road
3429016,Flat & Apartment,For Rent, 4, 4,None,200000,Westlands,General Mathenge,None
3432562,Flat & Apartment,For Rent, 3, 3,38,75000,Westlands,Parklands,Parklands Near Premier Academy
3421774,Flat & Apartment,For Rent, 3,None,None,90000,Dagoretti North,Lavington,Hatheru Road
3432423,Studio,For Rent, 1,None,None,120000,Westlands,Parklands,Off Ojijo Road
3432857,Flat & Apartment,For Rent, 2, 2,None,70000,Dagoretti North,Lavington,Hatheru Road Lavington
3430077,Flat & Apartment,For Rent, 4, 4,None,90000,Dagoretti North,Riara Road,None
3430294,Flat & Apartment,For Rent, 1, 1,None,150000,Westlands,Rhapta Road,None
3422846,Flat & Apartment,For Rent, 3,None,102,210000,Westlands,Brookside,Brookside Close
3432207,Flat & Apartment,For Rent, 2, 3,None,45000,Thika Road,Thika Road,Safari Park
3426374,Flat & Apartment,For Rent, 3, 3,None,180000,Westlands,Brookside,Brookside Gardens
3430268,Flat & Apartment,For Rent, 4, 3,51,85000,Thika Road,Usiu Rd,None
3430088,Flat & Apartment,For Rent, 4, 4,None,150000,Dagoretti North,Kileleshwa,Githunguri Close
3429011,Flat & Apartment,For Rent, 2,None,None,55000,Dagoretti North,Lavington,None
3432861,Flat & Apartment,For Rent, 3, 3,44,84000,Dagoretti North,Kileleshwa,None
3426411,Flat & Apartment,For Rent, 3, 3,None,230000,Westlands,Riverside,Riverside Drive
3429316,Flat & Apartment,For Rent, 3,None,None,90000,Westlands,Parklands,None
3425758,Flat & Apartment,For Rent, 1, 1,None,90000,Westlands,Westlands Area,Waiyaki Way
3432518,Studio,For Rent, 1, 1,145,70000,Dagoretti North,Lavington,None
3432860,Flat & Apartment,For Rent, 2, 3,None,130000,Dagoretti North,Kileleshwa,Suguta Road
3431917,Flat & Apartment,For Rent, 3, 3,None,200000,Westlands,Parklands,None
3423069,Flat & Apartment,For Rent, 4,None,None,150000,Dagoretti North,Kilimani,None
3425248,Flat & Apartment,For Rent, 2, 2,None,79000,Dagoretti North,Kilimani,None
3431921,Flat & Apartment,For Rent, 3, 3,None,230000,Dagoretti North,Lavington,None
3418739,Flat & Apartment,For Rent, 2, 3,None,110000,Westlands,Westlands Area,None
3406268,Flat & Apartment,For Rent, 4, 4,None,180000,Westlands,Westlands Area,None
3429435,Flat & Apartment,For Rent, 2, 2,None,75000,Dagoretti North,Kilimani,Kindaruma Road
3429660,Flat & Apartment,For Rent, 3, 5,3,120000,Dagoretti North,Kilimani,Oledume
3425119,Flat & Apartment,For Rent, 2, 2,None,130000,Dagoretti North,Kilimani,Off Dennis Pritt Road
3432710,Flat & Apartment,For Rent, 3, 5,None,100000,Dagoretti North,Kilimani,None
3430472,Flat & Apartment,For Rent, 3, 2,59,80000,Dagoretti North,Kilimani,Riara Road
3433103,Flat & Apartment,For Rent, 3, 2,None,75000,Dagoretti North,Kilimani,Ngong Rd
3430534,Flat & Apartment,For Rent, 3, 2,46,75000,Dagoretti North,Kilimani,Kirichwa Road
3426747,Flat & Apartment,For Rent, 2,None,None,65000,Dagoretti North,Kilimani,Kindaruma Road
3423170,Flat & Apartment,For Rent, 2, 3,83,150000,Dagoretti North,Kilimani,Kindaruma Road
3431053,Flat & Apartment,For Rent, 2, 1,None,60000,Langata,Upper Hill,None
3431696,Flat & Apartment,For Rent, 3, 3,None,120000,Dagoretti North,Kilimani,Dennis Pritt Road
3430172,Flat & Apartment,For Rent, 3, 4,None,180000,Dagoretti North,Kilimani,None
3428113,Flat & Apartment,For Rent, 3, 4,None,200000,Dagoretti North,Kileleshwa,None
3431278,Flat & Apartment,For Rent, 2, 2,None,60000,Ngong Road,None,None
3402456,Flat & Apartment,For Rent, 3, 3,None,120000,Dagoretti North,Kilimani,Elgeyo Marakwet Road
3431215,Studio,For Rent, 1, 1,None,100000,Dagoretti North,Kileleshwa,None
3403391,Studio,For Rent, 1, 1,28,60000,Ridgeways,None,None
3428026,Flat & Apartment,For Rent, 3, 3,48,95000,Dagoretti North,Kilimani,None
3428954,Flat & Apartment,For Rent, 3, 3,None,200000,Westlands,General Mathenge,None
3428188,Flat & Apartment,For Rent, 1, 1,83,35000,Dagoretti North,Naivasha Road,None
3406056,Flat & Apartment,For Rent, 2, 3,None,200000,Dagoretti North,Kilimani,None
3433153,Townhouse,For Rent, 3, 2,None,65000,Kiambu Road,Fourways Junction,None
3431500,Flat & Apartment,For Rent, 2, 2,None,180000,Dagoretti North,Kilimani,None
3430606,Flat & Apartment,For Rent, 4, 4,None,140000,Dagoretti North,Kilimani,None
3428788,Flat & Apartment,For Rent, 3, 4,None,100000,Dagoretti North,Kilimani,None
3430798,Flat & Apartment,For Rent, 3, 3,46,90000,Dagoretti North,Kilimani,None
3431920,Flat & Apartment,For Rent, 2, 2,None,90000,Dagoretti North,Kileleshwa,None
3423552,Flat & Apartment,For Rent, 3,None,None,120000,Dagoretti North,Kilimani,Riara Road
3431017,Flat & Apartment,For Rent, 3, 4,None,200000,Dagoretti North,Kilimani,St Martin's Court
3429125,Flat & Apartment,For Rent, 4, 4,None,150000,Westlands,Westlands Area,Brookside Drive
3424189,Flat & Apartment,For Rent, 2, 3,111,180000,Dagoretti North,Kilimani,None
3423519,Flat & Apartment,For Rent, 3,None,None,90000,Dagoretti North,Riara Road,None
3429126,Flat & Apartment,For Rent, 3, 5,None,200000,Westlands,Brookside,None
3431640,Flat & Apartment,For Rent, 2, 2,None,50000,Kiambu Road,None,None
3423631,Flat & Apartment,For Rent, 4, 3,None,150000,Westlands,Parklands,None
3430065,Flat & Apartment,For Rent, 2, 2,None,110000,Westlands,Riverside,Riverside Apartment
3429838,Flat & Apartment,For Rent, 4, 5,None,100000,Westlands,Riverside,None
3430688,Flat & Apartment,For Rent, 2, 2,None,100000,Westlands,Riverside,Riverside Drive
3425719,Flat & Apartment,For Rent, 2,None,None,175700,Dagoretti North,Kilimani,None
3425363,Flat & Apartment,For Rent, 4, 4,None,130000,Dagoretti North,Kilimani,None
3431512,Flat & Apartment,For Rent, 3,None,None,150000,Dagoretti North,Kileleshwa,None
3427522,Flat & Apartment,For Rent, 4,None,None,120000,Dagoretti North,Kilimani,None
3425129,Flat & Apartment,For Rent, 2, 2,None,120000,Westlands,Riverside,None
3419170,Flat & Apartment,For Rent, 3, 3,58,90000,Dagoretti North,Kilimani,Wood Avenue
3429752,Flat & Apartment,For Rent, 3, 2,None,70000,Westlands,Riverside,Westlands
3430054,Flat & Apartment,For Rent, 3, 3,None,170000,Westlands,Riverside,Riverside Shiloh Place Apartment
3418654,Flat & Apartment,For Rent, 2, 2,None,180000,Westlands,Westlands Area,None
3429398,Townhouse,For Rent, 2,None,8,150000,Westlands,Spring Valley,None
3430358,Flat & Apartment,For Rent, 2,None,None,105000,Westlands,Parklands,None
3426388,Flat & Apartment,For Rent, 2,None,None,200000,Westlands,Nyari,None
3427476,Flat & Apartment,For Rent, 3, 4,40,100000,Dagoretti North,Kilimani,None
3394528,Flat & Apartment,For Rent, 3, 2,None,110000,Dagoretti North,Kileleshwa,Gatundu Cres Road
3430346,Flat & Apartment,For Rent, 2, 2,None,90000,Dagoretti North,Kileleshwa,None
3430426,Flat & Apartment,For Rent, 2, 3,None,100000,Dagoretti North,Kileleshwa,None
3430719,Flat & Apartment,For Rent, 3,None,None,140000,Dagoretti North,Kileleshwa,None
3430917,Flat & Apartment,For Rent, 2, 2,None,140000,Dagoretti North,Kileleshwa,None
3431552,Flat & Apartment,For Rent, 3,None,44,110000,Dagoretti North,Kileleshwa,Near Kasuku Center
3431699,Flat & Apartment,For Rent, 1, 1,None,80000,Dagoretti North,Kileleshwa,Mugoiri Road
3430877,Flat & Apartment,For Rent, 6, 6,73,150000,Dagoretti North,Kileleshwa,None
3429935,Flat & Apartment,For Rent, 2,None,None,85000,Dagoretti North,Kileleshwa,None
3429842,Flat & Apartment,For Rent, 3, 3,None,180000,Dagoretti North,Kileleshwa,None
3421572,Flat & Apartment,For Rent, 2,None,93,120000,Dagoretti North,Kileleshwa,Siaya Road
3425041,Flat & Apartment,For Rent, 2, 2,None,145000,Westlands,Westlands Area,Muthangari Drive
3431705,Flat & Apartment,For Rent, 1, 1,None,80000,Westlands,Westlands Area,Matundu Close Off School Lane
3430726,Flat & Apartment,For Rent, 3,None,413,18000000,Dagoretti North,Kilimani,None
3424472,Flat & Apartment,For Rent, 3, 4,None,90000,Dagoretti North,Kilimani,None
3430928,Flat & Apartment,For Rent, 2, 2,None,110000,Westlands,Westlands Area,None
3426717,Flat & Apartment,For Rent, 3, 4,None,90000,Dagoretti North,Kilimani,Nairobi
3431625,Flat & Apartment,For Rent, 2, 2,None,170000,Westlands,Westlands Area,None
3422688,Flat & Apartment,For Rent, 3,None,None,80000,Westlands,Brookside,Brookside Breeze
3425060,Flat & Apartment,For Rent, 3, 3,None,150000,Westlands,Westlands Area,East Church Road
3418653,Flat & Apartment,For Rent, 2, 2,None,170000,Westlands,Westlands Area,None
3432169,Flat & Apartment,For Rent, 3, 3,None,45000,Westlands,Westlands Area,New Kitisuru
3431721,Townhouse,For Rent, 3, 3,None,170000,Westlands,Loresho,None
3421612,Flat & Apartment,For Rent, 2,None,None,75000,Dagoretti North,Kilimani,Ngong Road
3428937,Flat & Apartment,For Rent, 3, 3,None,300000,Westlands,Parklands,None
3428596,Flat & Apartment,For Rent, 2, 2,None,90000,Westlands,Rhapta Road,None
3430173,Flat & Apartment,For Rent, 4, 4,None,450000,Westlands,Parklands,None
3429245,Flat & Apartment,For Rent, 2,None,None,120000,Westlands,Westlands Area,Sports Road
3429688,Flat & Apartment,For Rent, 2,None,None,110000,Westlands,Westlands Area,Westlands Avenue
3428920,Flat & Apartment,For Rent, 2, 2,None,80000,Westlands,Westlands Area,None
3422404,Flat & Apartment,For Rent, 3, 4,47,85000,Dagoretti North,Lavington,Riara Road
3431609,Flat & Apartment,For Rent, 3, 2,103,150000,Westlands,Westlands Area,None
3423550,Flat & Apartment,For Rent, 4, 5,None,170000,Dagoretti North,Kilimani,None
3428950,Flat & Apartment,For Rent, 2, 2,None,110000,Westlands,Westlands Area,None
3418639,Flat & Apartment,For Rent, 2, 2,None,180000,Westlands,Westlands Area,None
3427983,Flat & Apartment,For Rent, 2, 2,None,85000,Westlands,Westlands Area,None
3423438,Flat & Apartment,For Rent, 3, 4,487,110000,Westlands,Kangemi,None
3429007,Flat & Apartment,For Rent, 3, 3,None,140000,Westlands,Parklands,None
3429956,Flat & Apartment,For Rent, 4, 3,None,120000,Westlands,Westlands Area,None
3431024,Flat & Apartment,For Rent, 3, 4,None,120000,Dagoretti North,Lavington,None
3427916,Flat & Apartment,For Rent, 4, 3,None,100000,Westlands,Westlands Area,None
3431684,Flat & Apartment,For Rent, 1, 2,None,70000,Westlands,Parklands,None
3432625,Townhouse,For Rent, 3, 3,77,100000,Langata,Karen,Fare Acres
3423685,Flat & Apartment,For Rent, 2,None,None,75000,Dagoretti North,Kilimani,None
3417240,Flat & Apartment,For Rent, 3, 2,None,90000,Dagoretti North,Kileleshwa,None
3430471,Flat & Apartment,For Rent, 2, 2,48,65000,Dagoretti North,Lavington,Riara Road
3431280,Flat & Apartment,For Rent, 2, 2,None,50000,Langata,Karen,Karen Dagoreti Road
3419554,Flat & Apartment,For Rent, 2, 3,None,110000,Dagoretti North,Kileleshwa,Othaya Rd
3431319,Flat & Apartment,For Rent, 2, 2,None,45000,Langata,Karen,Karen Road
3379674,Flat & Apartment,For Rent, 2, 2,None,270000,Westlands,Kitisuru,None
3427463,Flat & Apartment,For Rent, 3, 4,None,180000,Dagoretti North,Kileleshwa,None
3421196,Flat & Apartment,For Rent, 4,None,73,180000,Westlands,Brookside,Brookside Drive
3430781,Flat & Apartment,For Rent, 3, 3,None,80000,Westlands,Parklands,Batu Batu Gardens
3427058,Flat & Apartment,For Rent, 4, 4,None,250000,Westlands,Brookside,None
3432276,Townhouse,For Rent, 2, 2,None,200000,Westlands,Spring Valley,Peponi Rd
3419061,Flat & Apartment,For Rent, 2, 3,None,120000,Dagoretti North,Kilimani,None
3427895,Flat & Apartment,For Rent, 4, 5,None,180000,Westlands,General Mathenge,Kabete Lane - Westlands
3421656,Flat & Apartment,For Rent, 2, 2,None,185000,Dagoretti North,Kilimani,Dennis Pritt Road
3402445,Flat & Apartment,For Rent, 2, 2,None,230000,Westlands,Westlands Area,None
3430085,Studio,For Rent,None,None,None,35000,Langata,Nairobi West,None
3426986,Flat & Apartment,For Rent, 2, 3,None,130000,Dagoretti North,Kileleshwa,None
