id,category,list_type,beds,baths,sq_ft_price,price_KES,district,neighborhood,street
3427124,Flat & Apartment,For Sale, 3,None,None,19000000,Westlands,Westlands Area,Off Rapta Rd
3429271,Flat & Apartment,For Sale, 1,None,None,7499999,Dagoretti North,Kileleshwa,Makueni Road
3433133,Townhouse,For Sale, 4, 5,None,34000000,Dagoretti North,Kilimani,None
3431899,Flat & Apartment,For Sale, 3, 4,None,18000000,Dagoretti North,Kileleshwa,None
3429340,Flat & Apartment,For Sale, 3, 2,None,14500000,Dagoretti North,Kilimani,None
3423733,Flat & Apartment,For Sale, 3,None,None,14500000,Dagoretti North,Kilimani,None
3429465,Flat & Apartment,For Sale, 2,None,None,7000000,Dagoretti North,Kilimani,None
3422923,Flat & Apartment,For Sale, 3, 4,None,14000000,Dagoretti North,Kilimani,None
3426376,Flat & Apartment,For Sale, 3, 3,8627,13000000,Dagoretti North,Kilimani,None
3430699,Flat & Apartment,For Sale, 4, 5,16965,42000000,Westlands,General Mathenge,None
3428772,Flat & Apartment,For Sale, 2,None,None,6999999,Dagoretti North,Kilimani,None
3427173,Flat & Apartment,For Sale, 3, 3,None,25000000,Dagoretti North,Kileleshwa,None
3422192,Flat & Apartment,For Sale, 3,None,None,14999999,Dagoretti North,Kilimani,None
3424125,Flat & Apartment,For Sale, 2,None,9326,12950000,Dagoretti North,Kilimani,Chelezo House
3426381,Flat & Apartment,For Sale, 3, 3,7861,16500000,Dagoretti North,Kileleshwa,None
3430221,Flat & Apartment,For Sale, 3,None,None,16500000,Westlands,Riverside,14
3428196,Flat & Apartment,For Sale, 1, 1,8576,3600000,Dagoretti North,Kilimani,Kindaruma Road
3426461,Flat & Apartment,For Sale, 2,None,None,24000000,Westlands,Westlands Area,Palm Flats
3425222,Flat & Apartment,For Sale, 3,None,7635,17500000,Dagoretti North,Lavington,None
3425589,Flat & Apartment,For Sale, 3, 3,None,20000000,Dagoretti North,Kilimani,None
3425657,Flat & Apartment,For Sale, 2, 2,946234,11000000,Dagoretti North,Kilimani,None
3426466,Flat & Apartment,For Sale, 3,None,None,17500000,Dagoretti North,Lavington,Telagen Gardens
3425853,Flat & Apartment,For Sale, 3, 4,9837,18000000,Dagoretti North,Kilimani,None
3429468,Flat & Apartment,For Sale, 1, 1,11667,3500000,Dagoretti North,Kilimani,Dennis Pritt Road
3424959,Flat & Apartment,For Sale, 2, 2,8268,8900000,Dagoretti North,Kilimani,None
3424246,Flat & Apartment,For Sale, 4, 4,None,28000000,Dagoretti North,Kilimani,None
3425997,Flat & Apartment,For Sale, 4, 5,12788,34000000,Dagoretti North,Lavington,None
3425612,Flat & Apartment,For Sale, 3, 3,7796,12000000,Dagoretti North,Kileleshwa,None
3430391,Flat & Apartment,For Sale, 2, 2,None,5500000,Westlands,Lower Kabete,None
3424915,Flat & Apartment,For Sale, 2, 2,7584,8000000,Dagoretti North,Kilimani,None
3421207,Flat & Apartment,For Sale, 4, 5,9441,25000000,Dagoretti North,Kileleshwa,None
3422895,Flat & Apartment,For Sale, 2, 3,9326,12950000,Dagoretti North,Kilimani,None
3424653,Flat & Apartment,For Sale, 2, 2,None,8000000,Dagoretti North,Kileleshwa,None
3423986,Flat & Apartment,For Sale, 4, 4,11482,33000000,Dagoretti North,Lavington,None
3422827,Flat & Apartment,For Sale, 2, 2,None,8500000,Dagoretti North,Lavington,None
3421864,Flat & Apartment,For Sale, 3, 3,None,20000000,Dagoretti North,Kileleshwa,Kangundo Road
3422917,Flat & Apartment,For Sale, 3, 4,None,13000000,Dagoretti North,Kilimani,None
3423786,Flat & Apartment,For Sale, 5, 6,None,27000000,Dagoretti North,Kilimani,None
3424907,Flat & Apartment,For Sale, 1, 1,8895,4500000,Dagoretti North,Kilimani,None
3426378,Flat & Apartment,For Sale, 3, 3,7068,15900000,Dagoretti North,Riara Road,None
3419583,Flat & Apartment,For Sale, 4, 4,11230,25000000,Dagoretti North,Lavington,None
3417089,Flat & Apartment,For Sale, 3, 4,None,28000000,Dagoretti North,Lavington,None
3429467,Studio,For Sale, 1, 1,11667,3500000,Dagoretti North,Kilimani,Near Yaya Center
3419887,Flat & Apartment,For Sale, 3,None,None,30000000,Dagoretti North,Kilimani,None
3422920,Flat & Apartment,For Sale, 3,None,None,17111111,Westlands,Riverside,None
3430713,Townhouse,For Sale, 4,None,None,37000000,Dagoretti North,Kilimani,Gatra
3426912,Flat & Apartment,For Sale, 1, 1,8446,5000000,Ngong Road,Near Jamuhuri Show Ground,None
3417318,Flat & Apartment,For Sale, 3, 4,None,20000000,Dagoretti North,Lavington,None
3417066,Flat & Apartment,For Sale, 1,None,None,10000000,Dagoretti North,Lavington,None
3415737,Flat & Apartment,For Sale, 2, 3,None,13000000,Dagoretti North,Dennis Pritt,None
3426425,Flat & Apartment,For Sale, 2, 2,None,15000000,Westlands,Waiyaki Way,Muthangari Drive
3415065,Flat & Apartment,For Sale, 2, 4,None,14000000,Dagoretti North,Kileleshwa,Othaya
3419933,Flat & Apartment,For Sale, 3, 4,10500,21000000,Dagoretti North,Lavington,None
3426568,Flat & Apartment,For Sale, 3, 2,7078,8000000,Langata,Langata Area,Off Southern Bypass
3422320,Flat & Apartment,For Sale, 2, 1,8052,6500000,Starehe,Pangani,Agoi Road
3426780,Flat & Apartment,For Sale, 3, 2,10064,13000000,Langata,South B,Sore Rd
3426565,Flat & Apartment,For Sale, 2, 2,7432,7200000,Embakasi South,Imara Daima,None
3415066,Flat & Apartment,For Sale, 2, 2,9892,11500000,Dagoretti North,Kilimani,Kindaruma Rd
3418971,Flat & Apartment,For Sale, 1, 2,None,11000000,Westlands,Westlands Area,None
3421415,Flat & Apartment,For Sale, 2, 2,None,18000000,Westlands,Brookside,None
3422834,Flat & Apartment,For Sale, 3, 3,11237,16450000,Ngong Road,None,None
3421479,Flat & Apartment,For Sale, 3, 3,None,25000000,Westlands,Kitisuru,None
3423356,Flat & Apartment,For Sale, 3, 2,None,14000000,Ngong Road,None,None
3422557,Flat & Apartment,For Sale, 3, 3,413,9000000,Roysambu,Garden Estate,Garden City Mall
30292,Flat & Apartment,For Sale, 2, 3,None,15540000,Langata,Upper Hill,None
3418924,Flat & Apartment,For Sale, 4, 4,None,22000000,Westlands,Parklands,None
3386291,Flat & Apartment,For Sale, 2, 1,None,14500000,Dagoretti North,Kilimani,None
5109,Flat & Apartment,For Sale, 2,None,None,5000000,Mombasa Road,None,None
3415071,Flat & Apartment,For Sale, 2,None,None,10000000,Dagoretti North,Lavington,None
3418473,Flat & Apartment,For Sale, 2, 2,None,8700000,Langata,Nairobi West,None
3383492,Flat & Apartment,For Sale, 4, 4,None,13000000,Dagoretti North,Lavington,None
3418978,Flat & Apartment,For Sale, 3,None,None,34000000,Westlands,Spring Valley,None
3420894,Flat & Apartment,For Sale, 3, 3,12500,45000000,Westlands,Brookside,Brookside Gardens
3420886,Flat & Apartment,For Sale, 3, 3,None,7500000,Mombasa Road,None,None
3414179,Flat & Apartment,For Sale, 3,None,None,34000000,Westlands,Spring Valley,None
3401932,Flat & Apartment,For Sale, 6,None,None,37000000,Dagoretti North,Lavington,Oledume Road
3388849,Flat & Apartment,For Sale, 3, 2,11187,14400000,Dagoretti North,Kilimani,Kilimani
3380512,Flat & Apartment,For Sale, 3, 3,None,18000000,Westlands,Westlands Area,Mvuli Rd- Westlands
3407210,Flat & Apartment,For Sale, 4, 5,11911,50000000,Dagoretti North,Kileleshwa,Kileleshwa
3406371,Flat & Apartment,For Sale, 5, 7,None,75000000,Dagoretti North,Kileleshwa,None
3416190,Flat & Apartment,For Sale, 2, 2,None,3900000,Embakasi East,Utawala,None
3414174,Flat & Apartment,For Sale, 2, 3,11563,18500000,Westlands,Brookside,None
3405282,Flat & Apartment,For Sale, 3, 4,11563,37000000,Dagoretti North,Kilimani,None
3398457,Flat & Apartment,For Sale, 5, 4,None,40000000,Westlands,Westlands Area,None
3385207,Flat & Apartment,For Sale, 3, 3,None,22500000,Westlands,Brookside,Brookside Pearl
3404860,Flat & Apartment,For Sale, 3,None,None,25000000,Westlands,Kangemi,Church Road
3413170,Flat & Apartment,For Sale, 2,None,None,15000000,Muthaiga,Muthaiga Area,None
3405284,Flat & Apartment,For Sale, 4, 5,8947,34000000,Dagoretti North,Kileleshwa,None
3405175,Flat & Apartment,For Sale, 4, 5,None,33500000,Dagoretti North,Valley Arcade,None
3398381,Flat & Apartment,For Sale, 5, 6,10714,65000000,Westlands,General Mathenge,None
3382789,Flat & Apartment,For Sale, 2, 2,86000,8600000,Dagoretti North,Kilimani,None
3412926,Flat & Apartment,For Sale, 3, 4,12575,21000000,Dagoretti North,Kilimani,None
3413381,Flat & Apartment,For Sale, 3,None,None,13700000,Ngong Road,None,None
3412988,Flat & Apartment,For Sale, 1, 2,None,11000000,Westlands,Westlands Area,None
3402245,Flat & Apartment,For Sale, 3, 3,11429,28000000,Westlands,Westlands Area,Rhapta Road
3406390,Flat & Apartment,For Sale, 3, 3,133,42000000,Westlands,Parklands,6Th Parklands Ave.
3393685,Flat & Apartment,For Sale, 4, 4,None,32000000,Dagoretti North,Lavington,None
3396524,Flat & Apartment,For Sale, 3, 3,None,30200000,Westlands,Parklands,City Park Drive
3385070,Flat & Apartment,For Sale, 3, 3,9821,27500000,Westlands,General Mathenge,None
3407229,Flat & Apartment,For Sale, 1, 2,14516,12500000,Westlands,Riverside,None
3396707,Flat & Apartment,For Sale, 2, 2,12387,24000000,Westlands,Westlands Area,Rhapta Road
3403008,Flat & Apartment,For Sale, 4, 3,9102,14500000,Kiambu Road,None,None
3399224,Flat & Apartment,For Sale, 3, 3,7374,12700000,Dagoretti North,Hurlingham,Kilimani
3383220,Flat & Apartment,For Sale, 2, 2,12000,15000000,Langata,Upper Hill,None
3380664,Flat & Apartment,For Sale, 3, 3,None,21000000,Dagoretti North,Kilimani,None
3407105,Flat & Apartment,For Sale, 4, 6,97142,26000000,Dagoretti North,Kileleshwa,None
3398814,Flat & Apartment,For Sale, 3, 5,None,25500000,Dagoretti North,Kilimani,None
3410589,Flat & Apartment,For Sale, 3, 3,None,29000000,Dagoretti North,Kileleshwa,None
3401858,Flat & Apartment,For Sale, 3, 3,None,24000000,Dagoretti North,Kilimani,None
3400160,Flat & Apartment,For Sale, 2, 2,None,12000000,Westlands,Waiyaki Way,None
3398821,Flat & Apartment,For Sale, 4, 4,None,24500000,Dagoretti North,Kilimani,Off Arwings Kodhek Road
3407832,Flat & Apartment,For Sale, 4, 5,None,25000000,Westlands,Parklands,None
3407849,Flat & Apartment,For Sale, 2, 3,None,19000000,Westlands,Riverside,None
3403943,Flat & Apartment,For Sale, 4, 4,8919,24000000,Westlands,Parklands,Sixth Parklands
3402472,Flat & Apartment,For Sale, 3, 4,7984,16500000,Dagoretti North,Lavington,None
3384279,Flat & Apartment,For Sale, 2, 2,None,8500000,Langata,Madaraka,Ole Sangare Road
3402482,Flat & Apartment,For Sale, 3, 4,None,21000000,Dagoretti North,Kileleshwa,None
3377245,Flat & Apartment,For Sale, 2, 2,None,14500000,Westlands,Westlands Area,Ojijo Road
3403834,Flat & Apartment,For Sale, 3, 3,None,18000000,Dagoretti North,Lavington,None
3400162,Flat & Apartment,For Sale, 3, 2,None,17500000,Dagoretti North,Kileleshwa,None
3407164,Flat & Apartment,For Sale, 4, 5,None,60000000,Westlands,Riverside,None
3407124,Flat & Apartment,For Sale, 4, 5,8360,20900000,Dagoretti North,Lavington,None
3406118,Studio,For Sale, 1, 1,13341,3590000,Ngong Road,Off Ngong Rd At Kenol Petrol Station,None
3384240,Flat & Apartment,For Sale, 3, 2,None,10500000,Kasarani,Kasarani Area,Kasarani
3377255,Flat & Apartment,For Sale, 3, 3,None,23000000,Dagoretti North,Kileleshwa,None
3433539,Flat & Apartment,For Sale, 1, 1,13763,8000000,Westlands,Parklands,Parklands
3433541,Flat & Apartment,For Sale, 3, 4,10266,20000000,Westlands,Parklands,Parklands
3432582,Flat & Apartment,For Sale, 2, 2,8683,8800000,Dagoretti North,Kilimani,Kindaruma Road
3432580,Flat & Apartment,For Sale, 3, 3,11860,12000000,Dagoretti North,Kilimani,Junction Mall
3432302,Flat & Apartment,For Sale, 3, 3,7827,10700000,Dagoretti North,Kilimani,Wood Avenue
3432322,Flat & Apartment,For Sale, 3, 2,7146,10000000,Dagoretti North,Kilimani,Argwings Kodhek
3432704,Studio,For Sale, 1,None,8129,3600000,Dagoretti North,Kilimani,None
3432607,Flat & Apartment,For Sale, 3, 2,None,10000000,Westlands,Lower Kabete,None
3431570,Flat & Apartment,For Sale, 1,None,8129,3500000,Dagoretti North,Kilimani,None
3425588,Flat & Apartment,For Sale, 2, 2,None,17000000,Dagoretti North,Kilimani,None
3422453,Flat & Apartment,For Sale, 3,None,None,15000000,Dagoretti North,Lavington,None
3431600,Flat & Apartment,For Sale, 3, 3,None,15500000,Kiambu Road,Mocah Courtyard Thindigua,None
3408381,Flat & Apartment,For Sale, 2, 2,77273,8500000,Dagoretti North,Lavington,None
3429066,Flat & Apartment,For Sale, 3,None,None,11500000,Langata,Langata Area,None
3419786,Flat & Apartment,For Sale, 2, 4,7432,11000000,Dagoretti North,Kilimani,Ngong Road
3420248,Flat & Apartment,For Sale, 2, 2,75000,7500000,Dagoretti North,Kileleshwa,Othaya Road
3386206,Flat & Apartment,For Sale, 3, 3,7166,9950000,Ngong Road,None,None
3411656,Flat & Apartment,For Sale, 3, 3,6968,12000000,Dagoretti North,Kilimani,None
3408375,Flat & Apartment,For Sale, 2, 2,None,13000000,Dagoretti North,Kilimani,None
3420892,Flat & Apartment,For Sale, 3, 3,9290,10000000,Kasarani,Kasarani Area,None
3408376,Flat & Apartment,For Sale, 1, 1,None,10000000,Dagoretti North,Kilimani,None
3409855,Flat & Apartment,For Sale, 2, 3,9981,13000000,Dagoretti North,Kilimani,None
3424075,Flat & Apartment,For Sale, 3, 2,None,9000000,Embakasi East,Baraka/Nyayo,Simba Vlla
3406044,Flat & Apartment,For Sale, 3, 3,None,13500000,Dagoretti North,Kilimani,None
3377384,Flat & Apartment,For Sale, 2, 1,None,65000000,Langata,South C,None
3407189,Flat & Apartment,For Sale, 1, 2,14881,12500000,Dagoretti North,Kilimani,None
3380857,Flat & Apartment,For Sale, 2, 2,None,12000000,Dagoretti North,Kilimani,None
3406058,Flat & Apartment,For Sale, 3, 4,8626,13500000,Dagoretti North,Kilimani,None
3417741,Flat & Apartment,For Sale, 3, 4,11824,28000000,Westlands,Parklands,6Th Avenue
3426561,Flat & Apartment,For Sale, 3, 3,None,None,Westlands,Parklands,None
34404,Flat & Apartment,For Sale, 3, 3,None,16800000,Dagoretti North,Kilimani,Ke
3424925,Flat & Apartment,For Sale, 3, 3,6432,9000000,Embakasi South,Imara Daima,Embakasi
3376957,Flat & Apartment,For Sale, 3, 2,None,16000000,Ngong Road,None,None
3376774,Flat & Apartment,For Sale, 3, 2,None,10000000,Embakasi South,Imara Daima,None
3396738,Flat & Apartment,For Sale, 3, 2,None,11500000,Langata,Langata Area,Akila 2
3385842,Flat & Apartment,For Sale, 3, 2,8991,12000000,Dagoretti North,Lavington,Kingara Road
3396414,Flat & Apartment,For Sale, 4, 4,None,47500000,Westlands,Parklands,City Park Drive
3405589,Flat & Apartment,For Sale, 3, 2,None,15000000,Langata,Langata Area,None
3399964,Flat & Apartment,For Sale, 3,None,None,26000000,Westlands,Brookside,None
3405583,Flat & Apartment,For Sale, 4, 4,None,26000000,Dagoretti North,Kilimani,None
3380870,Flat & Apartment,For Sale, 4, 3,None,16000000,Westlands,Kitisuru,None
3388656,Flat & Apartment,For Sale, 3, 3,None,15000000,Starehe,Ngara,None
3397696,Flat & Apartment,For Sale, 2, 3,12139,20000000,Westlands,General Mathenge,General Mathenge Road
3407682,Flat & Apartment,For Sale, 3,None,9302,12000000,Dagoretti North,Kileleshwa,None
3383803,Flat & Apartment,For Sale, 2,None,None,19500000,Westlands,Westlands Area,None
3398029,Flat & Apartment,For Sale, 1, 2,12959,12700000,Westlands,Westlands Area,Westlands
3412622,Flat & Apartment,For Sale, 2, 2,9612,10900000,Dagoretti North,Kilimani,Naivasha Rd
3410788,Flat & Apartment,For Sale, 3, 2,None,23000000,Dagoretti North,Kileleshwa,None
3407248,Flat & Apartment,For Sale, 3, 4,9232,15900000,Dagoretti North,Kilimani,None
3432385,Flat & Apartment,For Sale, 2,None,9290,12000000,Dagoretti North,Kilimani,None
3432472,Flat & Apartment,For Sale, 2,None,7963,9000000,Dagoretti North,Kilimani,None
3432708,Flat & Apartment,For Sale, 1,None,8129,7000000,Dagoretti North,Kilimani,None
3432326,Flat & Apartment,For Sale, 3, 3,7104,13000000,Dagoretti North,Kilimani,Yaya
3432407,Flat & Apartment,For Sale, 3, 3,None,23000000,Westlands,Westlands Area,None
3431677,Flat & Apartment,For Sale, 4, 4,None,15000000,Dagoretti North,Kilimani,None
3428412,Flat & Apartment,For Sale, 2, 2,9954,7500000,Dagoretti North,Kilimani,None
3426377,Flat & Apartment,For Sale, 2, 2,7245,11000000,Dagoretti North,Kilimani,None
3428777,Flat & Apartment,For Sale, 2,None,None,7999999,Dagoretti North,Kilimani,Lenana Road
3427047,Flat & Apartment,For Sale, 2,None,7897,8500000,Dagoretti North,Kilimani,None
3422921,Flat & Apartment,For Sale, 2, 3,None,11000000,Dagoretti North,Kilimani,None
3428761,Flat & Apartment,For Sale, 2,None,None,21537800,Westlands,Parklands,Haveli Towers
3424013,Flat & Apartment,For Sale, 1,None,None,7500000000,Dagoretti North,Kileleshwa,None
3407246,Flat & Apartment,For Sale, 3, 4,8560,12900000,Dagoretti North,Kilimani,None
3391848,Flat & Apartment,For Sale, 3, 2,8312,11500000,Dagoretti North,Lavington,None
3424926,Flat & Apartment,For Sale, 3, 3,9006,17900000,Dagoretti North,Valley Arcade,None
3426576,Flat & Apartment,For Sale, 3, 2,6194,8000000,Embakasi East,Baraka/Nyayo,None
3420246,Flat & Apartment,For Sale, 1, 1,90000,3600000,Dagoretti North,Kileleshwa,Othaya Road
3389234,Flat & Apartment,For Sale, 3, 2,None,11500000,Dagoretti North,Kilimani,None
3388847,Flat & Apartment,For Sale, 2, 3,9255,12950000,Dagoretti North,Kilimani,Kilimani
3388854,Flat & Apartment,For Sale, 3, 3,7804,10500000,Dagoretti North,Kilimani,Kilimani
3388853,Flat & Apartment,For Sale, 2, 2,8197,7500000,Dagoretti North,Kilimani,Near Yaya Centre
3387835,Flat & Apartment,For Sale, 3, 2,None,25000000,Dagoretti North,Kilimani,Kirichwa Rd
3386836,Flat & Apartment,For Sale, 3, 2,None,15000000,Dagoretti North,Kilimani,None
3401893,Flat & Apartment,For Sale, 2,None,None,18100000,Dagoretti North,Kileleshwa,None
3389774,Flat & Apartment,For Sale, 2, 2,10452,13500000,Dagoretti North,Kileleshwa,None
3385387,Flat & Apartment,For Sale, 2, 3,None,11000000,Dagoretti North,Kileleshwa,None
3407192,Flat & Apartment,For Sale, 2, 3,11281,17000000,Dagoretti North,Kilimani,None
3398825,Flat & Apartment,For Sale, 3, 4,None,17500000,Dagoretti North,Kilimani,None
3407677,Studio,For Sale, 1,None,8353,3600000,Dagoretti North,Kileleshwa,None
3433576,Flat & Apartment,For Sale, 3, 2,None,21000000,Dagoretti North,Kilimani,Riara Road
3432697,Flat & Apartment,For Sale, 3,None,9017,16500000,Dagoretti North,Kilimani,None
3433379,Flat & Apartment,For Sale, 2, 2,None,6800000,Dagoretti North,Kilimani,None
3432343,Flat & Apartment,For Sale, 2, 2,10011,12500000,Dagoretti North,Kilimani,Green House
3432579,Flat & Apartment,For Sale, 2, 2,11402,13500000,Dagoretti North,Kilimani,Junction Mall
3432331,Flat & Apartment,For Sale, 3, 3,6937,11200000,Dagoretti North,Kilimani,Kindaruma Road
3432332,Flat & Apartment,For Sale, 3, 2,7146,10500000,Dagoretti North,Kilimani,Wood Avenue
3432337,Flat & Apartment,For Sale, 3, 2,7504,10500000,Dagoretti North,Kilimani,Woodavenue
3432367,Flat & Apartment,For Sale, 3, 3,6999,11300000,Dagoretti North,Kilimani,Kindaruma Road
3432364,Flat & Apartment,For Sale, 3, 3,6937,11200000,Dagoretti North,Kilimani,Wood Avenue
3432126,Flat & Apartment,For Sale, 3, 3,6999,11300000,Dagoretti North,Kilimani,Wood Avenue
3432335,Flat & Apartment,For Sale, 3, 2,7504,10500000,Dagoretti North,Kilimani,Yaya
3432333,Flat & Apartment,For Sale, 3, 2,7790,10900000,Dagoretti North,Kilimani,Dennis Pritt Road
3432369,Flat & Apartment,For Sale, 3, 3,10452,18000000,Dagoretti North,Kilimani,Green House
3432592,Flat & Apartment,For Sale, 3, 3,9219,12900000,Dagoretti North,Kilimani,Junction Mall
3432300,Flat & Apartment,For Sale, 3, 3,9147,12800000,Dagoretti North,Kilimani,Jabavu Road
3432357,Flat & Apartment,For Sale, 3, 3,10011,11200000,Dagoretti North,Kilimani,Wood Avenue
3432599,Flat & Apartment,For Sale, 3, 3,7398,10900000,Dagoretti North,Kilimani,Jabavu Road
3432372,Flat & Apartment,For Sale, 3, 3,7854,17500000,Dagoretti North,Lavington,Valley Arcade
3432589,Flat & Apartment,For Sale, 4, 4,7958,21500000,Dagoretti North,Kilimani,Junction Mall
3432131,Flat & Apartment,For Sale, 4, 4,7114,13400000,Dagoretti North,Kilimani,Wood Avenue
3432601,Flat & Apartment,For Sale, 3, 3,7446,10900000,Dagoretti North,Kilimani,Coptic
